gene_id(stringtie),baseMean,log2FoldChange,lfcSE,pvalue,padj,Expression,Gene_Name,Gene_id(Genome)
MSTRG.5093,108.4894577,0.075288887,0.268220678,0.539998708,0.673709881,Unchanged,,
MSTRG.1986,1625.164859,0.075301868,0.05709077,0.158785623,0.274984408,Unchanged,,
MSTRG.9568,3154.950625,0.075348518,0.067837252,0.222676594,0.355813385,Unchanged,,
MSTRG.3895,1031.671592,0.075349996,0.066392842,0.214565241,0.346224403,Unchanged,,
TOC.6T.00966,24.3922144,0.075383612,0.163991609,0.462039802,0.603859204,Unchanged,,
MSTRG.517,55.60608944,0.075397428,0.206362072,0.497331038,0.636479219,Unchanged,,
MSTRG.6885,2174.826235,0.07542457,0.155020323,0.452922669,0.596412777,Unchanged,,
TOC.2T.00565,30.22935187,0.075455277,0.16159164,0.459330639,0.601589932,Unchanged,,
MSTRG.7578,3487.450976,0.075518098,0.061359569,0.184020634,0.307890088,Unchanged,,
TOC.3T.01193,0.990839122,0.075518885,0.437205646,0.575334795,0.70339659,Unchanged,,
MSTRG.7115,43.18409306,0.075617222,0.135778868,0.428784048,0.573495543,Unchanged,,
MSTRG.11095,193.4830357,0.075633301,0.145208788,0.440811622,0.585829828,Unchanged,,
MSTRG.7497,2799.210049,0.075633558,0.043001213,0.067839831,0.139681485,Unchanged,,
MSTRG.5475,227.7887582,0.07570292,0.084179337,0.299269794,0.442166858,Unchanged,,
MSTRG.1284,3416.073624,0.0757259,0.044415901,0.075976943,0.152686682,Unchanged,,
TOC.1T.00052,5.452385512,0.075736709,0.243962313,0.522497922,0.658466969,Unchanged,,
MSTRG.6909,3846.511126,0.075742854,0.046269326,0.087330837,0.170691124,Unchanged,,
MSTRG.1384,2477.22334,0.075750632,0.037090679,0.035723693,0.083493481,Unchanged,,
MSTRG.5413,421.259689,0.075782377,0.06465317,0.201982155,0.330396692,Unchanged,,
MSTRG.9125,598.285938,0.075801782,0.306883833,0.556859925,0.688394609,Unchanged,,
TOC.1T.02299,4.804939026,0.07580708,0.362491337,0.573169432,0.702020121,Unchanged,,
MSTRG.5569,1550.689272,0.075810122,0.083105654,0.29411975,0.436765249,Unchanged,,
MSTRG.5717,5772.605665,0.075896902,0.032436019,0.016833906,0.044951924,Unchanged,,
MSTRG.6412,2554.749,0.075896949,0.051664419,0.120949714,0.220980625,Unchanged,,
TOC.11T.00700,1.260757957,0.075910953,0.400818003,0.575889631,0.703615344,Unchanged,,
MSTRG.4851,1727.116556,0.076024646,0.045601304,0.082036596,0.162236702,Unchanged,,
TOC.4T.01035,71.30791179,0.07603215,0.161691747,0.45611152,0.599375645,Unchanged,,
MSTRG.5250,3298.484592,0.076215581,0.078557589,0.271561572,0.412408327,Unchanged,,
TOC.11T.00801,3.201992251,0.076224426,0.288471533,0.546231247,0.678913978,Unchanged,,
MSTRG.956,1792.397628,0.076224602,0.034877314,0.025086487,0.062484979,Unchanged,,
MSTRG.9267,6741.74425,0.076224895,0.086714995,0.306112929,0.449550938,Unchanged,,
TOC.9T.00574,19.93291106,0.076261552,0.16592918,0.458843504,0.601196794,Unchanged,,
MSTRG.4378,2788.835297,0.07629408,0.034895479,0.025025874,0.062382506,Unchanged,,
MSTRG.8679,3379.949993,0.076322984,0.096767624,0.340947829,0.486791511,Unchanged,,
MSTRG.3163,1019.211218,0.076355737,0.161165917,0.453744463,0.597143609,Unchanged,,
MSTRG.4631,1263.364895,0.076378199,0.058599241,0.16226088,0.279258234,Unchanged,,
MSTRG.6945,72091.32187,0.076415156,0.074930307,0.253107201,0.391934661,Unchanged,,
MSTRG.4473,89453.98463,0.076455659,0.082399711,0.287035974,0.429057017,Unchanged,,
MSTRG.6563,793.3850478,0.076461505,0.091202832,0.321366228,0.465866578,Unchanged,,
MSTRG.1858,281.3248865,0.076486683,0.067435829,0.213533773,0.344871522,Unchanged,,
MSTRG.3700,2959.665842,0.076501531,0.060885392,0.17551141,0.296762561,Unchanged,,
MSTRG.5275,2521.912273,0.076531728,0.223029848,0.503651461,0.642012859,Unchanged,,
MSTRG.7081,831.1523508,0.076549026,0.147700039,0.438360434,0.583295461,Unchanged,,
MSTRG.11407,1375.260731,0.076570907,0.154490057,0.445724614,0.590460096,Unchanged,,
MSTRG.9329,2426.276904,0.076604666,0.031533951,0.013184681,0.036703178,Unchanged,,
MSTRG.10920,3438.573625,0.076652646,0.046444948,0.084662537,0.166284421,Unchanged,,
MSTRG.8131,508.9209772,0.076683469,0.133259047,0.418803356,0.563891825,Unchanged,,
MSTRG.685,16472.60652,0.076703455,0.069720457,0.224654053,0.358154474,Unchanged,,
MSTRG.6019,687.2334188,0.076748813,0.079522443,0.272595265,0.413392442,Unchanged,,
TOC.5T.01774,36.19991703,0.07683595,0.161804867,0.451627613,0.595478823,Unchanged,,
TOC.5T.00863,2.783106595,0.076851396,0.273785818,0.535197182,0.669589938,Unchanged,,
MSTRG.7886,21941.89034,0.076920047,0.043618861,0.066820934,0.138108624,Unchanged,,
TOC.3T.00253,1.329549322,0.076934582,0.473842725,0.562010336,0.692533116,Unchanged,,
MSTRG.11246,1469.92105,0.076998433,0.06173256,0.177769668,0.299662478,Unchanged,,
MSTRG.256,537.3454216,0.077027133,0.051334444,0.113429227,0.20991196,Unchanged,,
TOC.82T.00001,8.980856004,0.077069018,0.211680572,0.492321636,0.631626816,Unchanged,,
MSTRG.9930,23279.98895,0.077144281,0.061093431,0.173145611,0.293653496,Unchanged,,
TOC.3T.00010,3.484089196,0.077154244,0.392559761,0.569942774,0.699079945,Unchanged,,
MSTRG.2449,36.97171546,0.077207576,0.171937552,0.459020035,0.601281092,Unchanged,,
TOC.4T.00212,27.31888618,0.077236865,0.18442879,0.469700491,0.611089536,Unchanged,,
MSTRG.1289,8054.703792,0.077279018,0.04873903,0.096129338,0.184130282,Unchanged,,
MSTRG.4987,1423.299163,0.077328248,0.081147249,0.276171418,0.417241501,Unchanged,,
TOC.91T.00001,11.39423925,0.077329876,0.181767458,0.466937089,0.608380431,Unchanged,,
MSTRG.10061,14204.66096,0.077333872,0.050611886,0.107493837,0.201215531,Unchanged,,
MSTRG.7998,386.0524175,0.077351386,0.086875784,0.2996395,0.442591077,Unchanged,,
MSTRG.1054,2726.750315,0.077433885,0.053254464,0.123500695,0.22479839,Unchanged,,
TOC.2T.02390,111.6286229,0.077442851,0.154809531,0.44105137,0.586100003,Unchanged,,
MSTRG.9462,539.1808442,0.077455248,0.0753266,0.248616715,0.386956394,Unchanged,,
MSTRG.10918,1778.136273,0.077491053,0.037240867,0.032338923,0.076926351,Unchanged,,
MSTRG.11303,884.8383962,0.077551161,0.087112045,0.299309128,0.442180176,Unchanged,,
MSTRG.2022,3484.61104,0.077554097,0.058095631,0.15281174,0.266765164,Unchanged,,
MSTRG.9761,13638.69452,0.077596329,0.050087718,0.103062247,0.194533319,Unchanged,,
MSTRG.8342,5303.902155,0.077607178,0.054849224,0.132561254,0.237764374,Unchanged,,
MSTRG.1466,123.5552388,0.077640441,0.090511949,0.311479464,0.45518695,Unchanged,,
MSTRG.4850,3321.211769,0.077644521,0.065378578,0.195207412,0.321869015,Unchanged,,
MSTRG.2199,3174.48974,0.077671199,0.039853094,0.044136707,0.09876548,Unchanged,,
MSTRG.9709,36095.36775,0.07771891,0.039091559,0.0402907,0.091664622,Unchanged,,
MSTRG.11508,439.032573,0.077794401,0.076895525,0.254031932,0.393101579,Unchanged,,
MSTRG.886,7894.673487,0.077794797,0.061928958,0.174470277,0.295526035,Unchanged,,
MSTRG.5874,823.6802273,0.077804203,0.214507485,0.490530671,0.630096368,Unchanged,,
MSTRG.2405,1941.479885,0.077891229,0.04794603,0.088716523,0.17279034,Unchanged,,
TOC.1T.02057,6.9229592,0.077902682,0.207602203,0.484717943,0.624763114,Unchanged,,
TOC.1T.00178,3.045662407,0.077941914,0.271005684,0.528073174,0.66367236,Unchanged,,
MSTRG.3661,6668.451241,0.077965011,0.049654985,0.098784975,0.188071619,Unchanged,,
TOC.12T.00140,1.8294152,0.078080936,0.318245607,0.550242785,0.682202614,Unchanged,,
TOC.3T.02116,7.370628296,0.078138351,0.327338087,0.553220506,0.684785533,Unchanged,,
TOC.3T.01938,1.346674963,0.078178261,0.36407061,0.562266606,0.692676614,Unchanged,,
MSTRG.11069,818.3826921,0.078182899,0.05478934,0.129338325,0.233468238,Unchanged,,
MSTRG.2815,1966.222537,0.078252339,0.089052146,0.302323528,0.445068287,Unchanged,,
TOC.5T.00958,3.792655979,0.078253071,0.244312522,0.50960722,0.647039791,Unchanged,,
MSTRG.4570,8314.034922,0.078263338,0.036391767,0.027162085,0.06658787,Unchanged,,
MSTRG.3814,1138.69327,0.078305685,0.081515701,0.271731128,0.412532276,Unchanged,,
MSTRG.1920,1763.001455,0.078355884,0.078378177,0.257483017,0.396875846,Unchanged,,
MSTRG.3798,13085.98324,0.078385667,0.030148475,0.008087565,0.024529688,Unchanged,,
MSTRG.4032,335.6116991,0.078429505,0.082898276,0.276859523,0.417849189,Unchanged,,
TOC.5T.00213,6.896677192,0.078440001,0.23178491,0.499902708,0.638804302,Unchanged,,
MSTRG.8732,1774.697527,0.078463352,0.059830276,0.158425665,0.27453846,Unchanged,,
TOC.9T.01410,1.235544191,0.078516841,0.418631495,0.563408266,0.693657868,Unchanged,,
MSTRG.2795,3901.916992,0.078569324,0.044006466,0.063305611,0.132236926,Unchanged,,
MSTRG.7511,4817.007343,0.078588484,0.132767074,0.406804793,0.552556177,Unchanged,,
MSTRG.1932,5078.525278,0.07861588,0.06936886,0.211420633,0.342077179,Unchanged,,
MSTRG.172,9243.750066,0.078659739,0.050708385,0.102169373,0.193301857,Unchanged,,
MSTRG.530,7005.089645,0.078932841,0.04889363,0.090123597,0.175043149,Unchanged,,
MSTRG.8169,843.9597828,0.078978614,0.087693163,0.292727955,0.435398948,Unchanged,,
MSTRG.6307,8355.595408,0.078980717,0.065375315,0.1875933,0.312551822,Unchanged,,
MSTRG.3103,1696.580974,0.078989847,0.050647701,0.100370143,0.190593027,Unchanged,,
MSTRG.4890,48.69261009,0.079000545,0.120288464,0.383118174,0.529384996,Unchanged,,
MSTRG.10028,10417.89774,0.079004633,0.039143646,0.03733027,0.086471125,Unchanged,,
TOC.7T.00595,22.35420111,0.079020595,0.214487746,0.484060617,0.624116007,Unchanged,,
MSTRG.11188,9.108061983,0.079110136,0.2495108,0.50869115,0.646336045,Unchanged,,
MSTRG.11377,206.8037293,0.079112951,0.090471502,0.302241271,0.445043975,Unchanged,,
MSTRG.6669,3286.202517,0.079206768,0.055217008,0.126963738,0.229878714,Unchanged,,
MSTRG.1948,1867.245923,0.079225915,0.068252742,0.201951362,0.330379934,Unchanged,,
TOC.3T.01199,14.10002723,0.079245365,0.199108459,0.470827996,0.612160158,Unchanged,,
MSTRG.4949,2132.050646,0.079290008,0.034504372,0.018561754,0.048867837,Unchanged,,
MSTRG.11270,853.2035778,0.079290958,0.07713289,0.246098355,0.383869409,Unchanged,,
MSTRG.6700,3592.917115,0.079361523,0.049884444,0.094237874,0.181217143,Unchanged,,
MSTRG.6951,7284.355146,0.079404438,0.046000373,0.071540521,0.145469648,Unchanged,,
MSTRG.282,4906.166646,0.079407611,0.23479119,0.497018535,0.636231211,Unchanged,,
MSTRG.11497,1035.03369,0.079414431,0.072767819,0.224274298,0.35769092,Unchanged,,
MSTRG.661,3553.518777,0.07943786,0.037994713,0.031319262,0.074966665,Unchanged,,
TOC.9T.01436,24.98437482,0.079498504,0.140485018,0.412379346,0.55791275,Unchanged,,
MSTRG.9933,128.8338408,0.079527642,0.122595329,0.384341012,0.530723539,Unchanged,,
MSTRG.1345,4105.330884,0.079559026,0.05410928,0.118635885,0.217718041,Unchanged,,
TOC.4T.00188,10.23568087,0.079562166,0.228931112,0.491997573,0.631412593,Unchanged,,
TOC.12T.01034,2.87147122,0.079604137,0.296932992,0.533653117,0.668334227,Unchanged,,
TOC.11T.00725,4.795561993,0.07964146,0.225119856,0.48878878,0.628649389,Unchanged,,
MSTRG.8952,6869.024008,0.079686718,0.040871269,0.043692362,0.097975704,Unchanged,,
MSTRG.6707,1344.412079,0.079698557,0.040646549,0.042588058,0.095967877,Unchanged,,
TOC.4T.00740,4.921756112,0.079709315,0.345235382,0.551099959,0.682957757,Unchanged,,
TOC.9T.01376,3.37692668,0.079775508,0.251807007,0.506821096,0.644673226,Unchanged,,
MSTRG.7031,7257.991398,0.079787133,0.070391069,0.210010839,0.340447093,Unchanged,,
MSTRG.2315,2408.897718,0.07979843,0.049691508,0.091303569,0.17680101,Unchanged,,
TOC.11T.00159,63.89674913,0.079803745,0.154216676,0.427028059,0.571955775,Unchanged,,
MSTRG.8524,1378.593694,0.07980623,0.095219397,0.314388748,0.458420535,Unchanged,,
MSTRG.2905,2948.826165,0.079816603,0.051311912,0.100783675,0.191129976,Unchanged,,
TOC.3T.01619,2.725433862,0.079885202,0.278933626,0.522878728,0.658791958,Unchanged,,
MSTRG.5497,1717.219444,0.079938502,0.074177077,0.228177993,0.362263826,Unchanged,,
MSTRG.9408,324.3573082,0.080075201,0.047082102,0.075211256,0.151420809,Unchanged,,
MSTRG.7941,114.6265432,0.08010265,0.085264704,0.276410576,0.417367509,Unchanged,,
MSTRG.3443,1107.409946,0.080160024,0.158001615,0.429062993,0.573820895,Unchanged,,
TOC.1T.00666,8.122654915,0.080212321,0.189882828,0.458089001,0.60094847,Unchanged,,
MSTRG.4237,3756.105896,0.080347905,0.043485993,0.054844311,0.117963408,Unchanged,,
MSTRG.2381,2932.325558,0.080435445,0.037757954,0.028311613,0.06892703,Unchanged,,
MSTRG.9700,4057.964997,0.080455875,0.037064905,0.025604588,0.063539213,Unchanged,,
TOC.2T.00882,4.795467259,0.08048137,0.369969404,0.552528908,0.684192835,Unchanged,,
MSTRG.10274,3271.41725,0.080519314,0.109368127,0.350322362,0.49606216,Unchanged,,
MSTRG.10982,344.6836187,0.080551515,0.108375708,0.347682338,0.49342719,Unchanged,,
MSTRG.1312,2970.824289,0.080580183,0.056545932,0.128307164,0.231893276,Unchanged,,
TOC.230T.00003,31.03104688,0.080614327,0.180733994,0.448100935,0.592529553,Unchanged,,
MSTRG.474,17189.95776,0.080657336,0.101531012,0.328688488,0.473620139,Unchanged,,
TOC.12T.00336,2.774849983,0.080659674,0.343243684,0.54612586,0.678889725,Unchanged,,
MSTRG.8408,23.35451907,0.080696523,0.136505628,0.400058219,0.545882133,Unchanged,,
MSTRG.3287,3614.734551,0.08074685,0.065463434,0.178372969,0.300490422,Unchanged,,
MSTRG.11532,120.5642844,0.08077233,0.138053473,0.40179847,0.547653085,Unchanged,,
TOC.12T.00653,8.573066523,0.080788525,0.273130948,0.515072863,0.651920137,Unchanged,,
MSTRG.127,1597.657054,0.080791086,0.05735945,0.132064241,0.23705804,Unchanged,,
TOC.7T.00363,20.28406642,0.080803795,0.14027541,0.404641728,0.550641532,Unchanged,,
MSTRG.11007,114.6126938,0.080863929,0.127689998,0.385484404,0.531636494,Unchanged,,
MSTRG.9538,1625.038179,0.08088329,0.045702745,0.06480657,0.134776876,Unchanged,,
MSTRG.8231,2778.04083,0.080912983,0.087736687,0.281220933,0.422488335,Unchanged,,
MSTRG.10159,802.7192411,0.081011879,0.135183905,0.396351049,0.542112477,Unchanged,,
TOC.11T.00066,4.722819717,0.081043387,0.263554203,0.50799698,0.645862364,Unchanged,,
TOC.2T.00437,17.21855423,0.081073255,0.277723856,0.516326605,0.652992933,Unchanged,,
TOC.1T.00926,1.132032364,0.081092382,0.444162779,0.549194725,0.681573549,Unchanged,,
TOC.1T.02003,1.012720612,0.081122554,0.438316084,0.549864613,0.681891496,Unchanged,,
TOC.8T.00506,1.800789818,0.08113118,0.385024536,0.551281785,0.6830694,Unchanged,,
MSTRG.4791,1542.50286,0.081158287,0.071380876,0.207299163,0.337002623,Unchanged,,
TOC.9T.00743,1.136783773,0.081224049,0.474063064,0.542809298,0.676114649,Unchanged,,
TOC.8T.00996,14.60081552,0.081275819,0.186963344,0.449938097,0.593981831,Unchanged,,
MSTRG.1075,9530.664877,0.081278822,0.02732757,0.002529838,0.009235862,Unchanged,,
MSTRG.3744,1856.226237,0.081314362,0.065755871,0.176923027,0.298500188,Unchanged,,
MSTRG.1363,680.4879507,0.081323467,0.079347512,0.244200308,0.381819756,Unchanged,,
TOC.9T.01526,1.131072436,0.081354035,0.342511939,0.542690101,0.676018552,Unchanged,,
TOC.5T.00587,3.065260027,0.081380518,0.317898243,0.534299449,0.668823668,Unchanged,,
MSTRG.7791,39.35008534,0.081438298,0.131118977,0.387749829,0.533890704,Unchanged,,
MSTRG.2709,2049.117555,0.081454137,0.057194307,0.127958222,0.231314627,Unchanged,,
MSTRG.1074,2392.221021,0.081470348,0.043949021,0.053847711,0.116228534,Unchanged,,
TOC.7T.01311,2.598553375,0.081476505,0.278642168,0.514867968,0.651712107,Unchanged,,
TOC.3T.01390,2.822872907,0.081504416,0.330628704,0.538352448,0.672194158,Unchanged,,
MSTRG.1556,20307.08002,0.081524863,0.110563546,0.34726053,0.493046167,Unchanged,,
TOC.7T.00513,30.66178025,0.081553468,0.168739517,0.43208418,0.576766765,Unchanged,,
MSTRG.1981,6076.545894,0.0815569,0.067271482,0.183769952,0.307584144,Unchanged,,
MSTRG.10830,2166.535261,0.081631591,0.02732714,0.002422046,0.008911135,Unchanged,,
MSTRG.8441,1728.539753,0.081660179,0.040913987,0.038917344,0.089311028,Unchanged,,
TOC.1T.01506,27.55213567,0.081674928,0.132064563,0.387874553,0.533970978,Unchanged,,
TOC.3T.01378,5.558781017,0.081770409,0.250661577,0.495983409,0.635260196,Unchanged,,
TOC.9T.00843,2.425019934,0.081851314,0.281272253,0.51451689,0.651371588,Unchanged,,
TOC.14T.00633,4.296845766,0.081954608,0.248744739,0.493761446,0.633287033,Unchanged,,
MSTRG.3612,3216.17229,0.081955779,0.034236292,0.014221902,0.039053756,Unchanged,,
TOC.1T.01201,6.065257919,0.081962955,0.254025841,0.49726768,0.636479219,Unchanged,,
MSTRG.7476,3341.288982,0.081965007,0.040778964,0.037600958,0.086970426,Unchanged,,
MSTRG.9614,10739.00113,0.081979893,0.03479046,0.015728751,0.042473439,Unchanged,,
MSTRG.226,7297.873082,0.082100861,0.084875197,0.263032319,0.403072209,Unchanged,,
MSTRG.5466,1358.182723,0.082242846,0.073652593,0.212480502,0.343411893,Unchanged,,
MSTRG.2124,382.6194892,0.082245384,0.098611722,0.3105966,0.454351026,Unchanged,,
MSTRG.6152,6253.716749,0.0822629,0.045853399,0.061136186,0.128658062,Unchanged,,
MSTRG.6490,505.9418692,0.082317835,0.064899087,0.166999999,0.285610678,Unchanged,,
MSTRG.2737,639.6426089,0.082338131,0.089035356,0.277698919,0.418838886,Unchanged,,
MSTRG.5101,2417.331506,0.082352828,0.082584283,0.252189057,0.390877163,Unchanged,,
MSTRG.10410,2256.152191,0.082532811,0.052833698,0.098229937,0.187170055,Unchanged,,
MSTRG.1243,7.107399584,0.082547525,0.212470223,0.464098221,0.605663246,Unchanged,,
MSTRG.6011,45.55794966,0.082623244,0.143553144,0.398701838,0.544679085,Unchanged,,
MSTRG.10232,2127.874536,0.082683542,0.095620812,0.298581917,0.441475084,Unchanged,,
MSTRG.11458,153.1206856,0.082693668,0.109150897,0.337003087,0.482960659,Unchanged,,
MSTRG.10313,9454.880384,0.082702516,0.045526384,0.058104861,0.123540063,Unchanged,,
MSTRG.9736,6268.722453,0.082730683,0.046382028,0.062382472,0.130726052,Unchanged,,
MSTRG.8588,4565.436647,0.082734726,0.226539211,0.473926526,0.615342864,Unchanged,,
MSTRG.1057,3804.667273,0.082769737,0.047164165,0.066318396,0.137228723,Unchanged,,
MSTRG.9128,1912.412668,0.08280112,0.120977045,0.362236822,0.508605679,Unchanged,,
MSTRG.6658,1772.579369,0.082803289,0.044759423,0.053978576,0.116468919,Unchanged,,
MSTRG.1706,2524.488011,0.082805356,0.053023604,0.09818735,0.187142972,Unchanged,,
MSTRG.8457,17.316704,0.082875883,0.18033807,0.43566232,0.58088658,Unchanged,,
MSTRG.10834,954.8162104,0.082908532,0.134586155,0.38472171,0.531040148,Unchanged,,
MSTRG.5781,1547.766801,0.082933119,0.053342825,0.099457237,0.189130876,Unchanged,,
MSTRG.8506,481.4170729,0.082979529,0.121937178,0.363054014,0.509277093,Unchanged,,
MSTRG.6118,3040.623058,0.082998835,0.034728206,0.014310325,0.039242947,Unchanged,,
TOC.4T.00078,10.8191699,0.083006684,0.291633798,0.514517923,0.651371588,Unchanged,,
MSTRG.2311,3734.713184,0.083029382,0.051158713,0.086924091,0.169999457,Unchanged,,
MSTRG.10265,7049.45324,0.08303055,0.041524675,0.0383568,0.088289282,Unchanged,,
TOC.4T.00756,2.315864113,0.08304186,0.296912163,0.517034163,0.653579312,Unchanged,,
MSTRG.1451,2385.621758,0.083083175,0.068668333,0.18294271,0.30645477,Unchanged,,
MSTRG.1461,44590.53343,0.083122687,0.056096726,0.114137918,0.210883642,Unchanged,,
MSTRG.7470,4421.461032,0.083128011,0.064041597,0.158225158,0.274338843,Unchanged,,
MSTRG.11569,262.1701009,0.083177048,0.095935575,0.296730352,0.439722727,Unchanged,,
MSTRG.2982,4841.043198,0.083244034,0.03149386,0.006994279,0.021747054,Unchanged,,
TOC.3T.01569,1.288367334,0.083248576,0.352358468,0.536500305,0.670716082,Unchanged,,
TOC.1T.01286,4.945907155,0.083284947,0.249180874,0.48741545,0.627243461,Unchanged,,
TOC.11T.00613,25.95783124,0.083358929,0.237369348,0.47873837,0.619190372,Unchanged,,
MSTRG.11053,3564.716896,0.083385311,0.063640555,0.154768951,0.26945048,Unchanged,,
MSTRG.382,46.37029629,0.083386839,0.131363451,0.377083293,0.52350379,Unchanged,,
MSTRG.7108,4608.516686,0.083398306,0.072692456,0.201456602,0.329805442,Unchanged,,
MSTRG.3796,4182.795384,0.083475509,0.031218221,0.006380759,0.020147261,Unchanged,,
MSTRG.4187,4.171083657,0.083490047,0.33593958,0.530848571,0.666067061,Unchanged,,
MSTRG.2612,139.4502049,0.083610798,0.108210571,0.329357656,0.474329308,Unchanged,,
MSTRG.1939,868.2038223,0.083669624,0.110013704,0.333475198,0.479057741,Unchanged,,
MSTRG.49,3911.247074,0.083720791,0.056592536,0.114309158,0.211127243,Unchanged,,
TOC.9T.00110,71.03316236,0.083742001,0.217566667,0.46196319,0.603859204,Unchanged,,
MSTRG.10406,24.5967199,0.083800042,0.168084167,0.419371383,0.564380439,Unchanged,,
MSTRG.7328,3287.10827,0.083835392,0.054945022,0.104670794,0.197060541,Unchanged,,
MSTRG.10347,2584.89462,0.083838926,0.050135208,0.078382075,0.156588842,Unchanged,,
MSTRG.8595,2693.46127,0.08384459,0.041831459,0.037791406,0.087337965,Unchanged,,
MSTRG.10307,4088.444578,0.083848447,0.046901261,0.061520322,0.129263425,Unchanged,,
MSTRG.10260,2353.308415,0.083856992,0.039968615,0.03019695,0.072746257,Unchanged,,
MSTRG.1080,125.1437531,0.083892412,0.119981768,0.354068989,0.500195168,Unchanged,,
MSTRG.1090,20.25315233,0.083907446,0.260385145,0.491817957,0.631323735,Unchanged,,
MSTRG.3272,3785.382162,0.08391556,0.045559989,0.054673418,0.117691687,Unchanged,,
MSTRG.7740,825.7058774,0.083923727,0.042990819,0.042655602,0.096079681,Unchanged,,
MSTRG.1492,3203.419984,0.083935284,0.092016565,0.279184198,0.420331823,Unchanged,,
TOC.7T.00110,11.54225458,0.083939445,0.213343728,0.457655562,0.600570204,Unchanged,,
TOC.1T.02495,4.916218307,0.08403653,0.272917156,0.499033819,0.637818077,Unchanged,,
MSTRG.1913,2053.937214,0.084049988,0.060245578,0.133045693,0.238580041,Unchanged,,
TOC.13T.00615,10.03220972,0.084062093,0.205557923,0.450813179,0.594746393,Unchanged,,
MSTRG.8006,1715.461413,0.084115907,0.08653319,0.257988522,0.397464494,Unchanged,,
MSTRG.3657,611.0995497,0.084148473,0.063259615,0.148970019,0.261164537,Unchanged,,
MSTRG.9407,25.74799462,0.084172929,0.280852945,0.503031367,0.641527589,Unchanged,,
MSTRG.3645,10013.68342,0.084214931,0.073468093,0.200805642,0.328840204,Unchanged,,
TOC.9T.01386,3.473459785,0.084215763,0.316472536,0.520392117,0.656327617,Unchanged,,
MSTRG.291,2622.393751,0.084273072,0.053120819,0.092885622,0.179109503,Unchanged,,
TOC.11T.00170,1.659468844,0.0843109,0.394983874,0.537707999,0.671685899,Unchanged,,
MSTRG.3602,2851.913044,0.08438298,0.04237672,0.038874858,0.089226261,Unchanged,,
MSTRG.2122,1259.982998,0.084432988,0.049743604,0.074230994,0.149709724,Unchanged,,
MSTRG.4931,4038.664728,0.084496329,0.039819219,0.028400112,0.069111095,Unchanged,,
MSTRG.8492,1045.51364,0.084561259,0.089322575,0.26597665,0.406190404,Unchanged,,
MSTRG.5377,665.8488626,0.084722282,0.060521834,0.131462009,0.236214371,Unchanged,,
TOC.9T.00737,2.264973912,0.084730079,0.370079488,0.533322961,0.668024818,Unchanged,,
TOC.1T.02087,134.6970016,0.084817134,0.123887408,0.356307698,0.502695259,Unchanged,,
MSTRG.915,4516.561609,0.084830062,0.049226294,0.07020869,0.143250676,Unchanged,,
MSTRG.9174,2308.92318,0.084871589,0.056046129,0.106425627,0.199639625,Unchanged,,
MSTRG.6459,155.7138777,0.084960816,0.133053288,0.370963314,0.517020471,Unchanged,,
MSTRG.9927,3248.702707,0.084965565,0.059844748,0.126689304,0.229536921,Unchanged,,
TOC.3T.00212,2.035369172,0.085044596,0.440546174,0.532458022,0.667513456,Unchanged,,
TOC.527T.00002,23.84832591,0.085048714,0.138377116,0.378348797,0.524630613,Unchanged,,
MSTRG.8619,1457.888646,0.085052716,0.037285009,0.018937924,0.049679219,Unchanged,,
MSTRG.10626,10993.63357,0.085064653,0.040486965,0.029820397,0.072054756,Unchanged,,
MSTRG.8894,50501.20552,0.085097794,0.095581651,0.284578143,0.426589831,Unchanged,,
MSTRG.2681,325.1552876,0.085119002,0.100029592,0.298302835,0.441184159,Unchanged,,
TOC.13T.00144,52.9090968,0.085138344,0.122686782,0.352279925,0.498110196,Unchanged,,
MSTRG.9055,153.3472779,0.085146728,0.109749557,0.324419476,0.469446164,Unchanged,,
MSTRG.8053,623.7965153,0.085147351,0.152988796,0.396317661,0.542112477,Unchanged,,
MSTRG.3777,6872.133935,0.085205866,0.064094103,0.148329314,0.260183146,Unchanged,,
TOC.6T.00483,57.40356549,0.085219787,0.152299908,0.395137925,0.540867321,Unchanged,,
MSTRG.9016,4153.102993,0.085323052,0.096113265,0.285024998,0.42708592,Unchanged,,
MSTRG.702,4298.438842,0.085331343,0.064043264,0.147463067,0.259059353,Unchanged,,
MSTRG.4751,3424.34491,0.085343792,0.061583415,0.134339457,0.240524476,Unchanged,,
TOC.3T.00426,4.481626168,0.085390228,0.258457095,0.48331879,0.623359498,Unchanged,,
MSTRG.2273,5584.367218,0.085406754,0.036298554,0.015649242,0.042280038,Unchanged,,
TOC.10T.00006,7.575286169,0.085450046,0.261586072,0.48508224,0.625132434,Unchanged,,
MSTRG.5945,5795.970985,0.085499091,0.030433668,0.004197291,0.014195213,Unchanged,,
MSTRG.11514,13.50788796,0.085509994,0.221121241,0.455808309,0.599271076,Unchanged,,
MSTRG.8651,3371.428775,0.085521286,0.040821891,0.030201596,0.072746257,Unchanged,,
MSTRG.3575,1130.878489,0.085670706,0.138289204,0.37482814,0.521142064,Unchanged,,
MSTRG.6117,10.02153636,0.085727834,0.177586151,0.418222239,0.563514847,Unchanged,,
MSTRG.6476,672.1410228,0.085750088,0.067641785,0.164060648,0.281602125,Unchanged,,
MSTRG.6541,11996.65452,0.085846346,0.049959283,0.070590371,0.143883364,Unchanged,,
